Datum;Locatie;lengte (mm);gewicht (mg);pigmentatie
1/04/2016;VA_PG_RO_PA;128;2187;Potlood
1/04/2016;VA_PG_RO_PA;93;970;Potlood
1/04/2016;VA_PG_RO_PA;100;985;Potlood
1/04/2016;VA_PG_RO_PA;109;1427;Potlood
1/04/2016;VA_PG_RO_PA;115;1718;Potlood
1/04/2016;VA_PG_RO_PA;99;1431;Potlood
1/04/2016;VA_PG_RO_PA;101;1303;Potlood
1/04/2016;VA_PG_RO_PA;93;886;Potlood
1/04/2016;VA_PG_RO_PA;111;1961;Potlood
1/04/2016;VA_PG_RO_PA;100;918;Potlood
1/04/2016;VA_PG_RO_PA;106;1332;Potlood
1/04/2016;VA_PG_RO_PA;94;1283;Potlood
1/04/2016;VA_PG_RO_PA;123;2623;Potlood
1/04/2016;VA_PG_RO_PA;93;854;Potlood
1/04/2016;VA_PG_RO_PA;104;1630;Potlood
1/04/2016;VA_PG_RO_PA;101;1267;Potlood
1/04/2016;VA_PG_RO_PA;97;1120;Potlood
1/04/2016;VA_PG_RO_PA;103;1520;Potlood
1/04/2016;VA_PG_RO_PA;106;1249;Potlood
1/04/2016;VA_PG_RO_PA;155;4693;Potlood
1/04/2016;VA_PG_RO_PA;113;1884;Potlood
1/04/2016;VA_PG_RO_PA;71;363;VIA4
1/04/2016;VA_PG_RO_PA;78;398;VIA3
1/04/2016;VA_PG_RO_PA;72;396;VIA3
1/04/2016;VA_PG_RO_PA;69;287;VIA3
1/04/2016;VA_PG_RO_PA;76;302;VIA3
1/04/2016;VA_PG_RO_PA;71;307;VIA2
1/04/2016;VA_PG_RO_PA;73;290;VIA3
1/04/2016;VA_PG_RO_PA;71;334;VIA4
1/04/2016;VA_PG_RO_PA;71;374;VIA3
1/04/2016;VA_PG_RO_PA;74;362;VIA2
1/04/2016;VA_PG_RO_PA;71;338;VIA2
1/04/2016;VA_PG_RO_PA;68;238;VIA2
1/04/2016;VA_PG_RO_PA;71;289;VIA2
1/04/2016;VA_PG_RO_PA;66;282;VIA2
1/04/2016;VA_PG_RO_PA;72;335;VIA4
1/04/2016;VA_PG_RO_PA;68;248;VIA3
1/04/2016;VA_PG_RO_PA;73;369;VIA3
1/04/2016;VA_PG_RO_PA;73;382;VIA2
1/04/2016;VA_PG_RO_PA;76;330;VIA2
1/04/2016;VA_PG_RO_PA;75;356;VIA3
1/04/2016;VA_PG_RO_PA;65;281;VIA3
1/04/2016;VA_PG_RO_PA;79;462;VIA3
1/04/2016;VA_PG_RO_PA;63;181;VIA3
1/04/2016;VA_PG_RO_PA;68;267;VIA3
1/04/2016;VA_PG_RO_PA;62;223;VIA3
1/04/2016;VA_PG_RO_PA;73;393;VIA3
1/04/2016;VA_PG_RO_PA;69;292;VIA4
1/04/2016;VA_PG_RO_PA;71;293;VIA3
1/04/2016;VA_PG_RO_PA;74;364;VB
1/04/2016;VA_PG_RO_PA;75;341;VIA3
1/04/2016;VA_PG_RO_PA;73;218;VIA3
1/04/2016;VA_PG_RO_PA;69;270;VIA2
1/04/2016;VA_PG_RO_PA;66;220;VIA3
1/04/2016;VA_PG_RO_PA;65;233;VIA3
1/04/2016;VA_PG_RO_PA;69;314;VIA2
1/04/2016;VA_PG_RO_PA;73;331;VIA3
1/04/2016;VA_PG_RO_PA;69;278;VIA3
1/04/2016;VA_PG_RO_PA;73;315;VIA3
1/04/2016;VA_PG_RO_PA;74;341;VIA2
1/04/2016;VA_PG_RO_PA;61;197;VIA3
1/04/2016;VA_PG_RO_PA;67;259;VIA3
1/04/2016;VA_PG_RO_PA;70;323;VIA1
1/04/2016;VA_PG_RO_PA;59;151;VIA1
1/04/2016;VA_PG_RO_PA;69;270;VIA2
1/04/2016;VA_PG_RO_PA;67;355;VIA2
1/04/2016;VA_PG_RO_PA;71;296;VIA4
1/04/2016;VA_PG_RO_PA;64;226;VIA3
1/04/2016;VA_PG_RO_PA;76;361;VIA4
1/04/2016;VA_PG_RO_PA;68;256;VIA4
1/04/2016;VA_PG_RO_PA;72;336;VIA3
1/04/2016;VA_PG_LO_SU;98;960;Potlood
1/04/2016;VA_PG_LO_SU;64;167;VIA2
1/04/2016;VA_PG_LO_SU;70;274;VIA4
1/04/2016;VA_PG_LO_SU;74;396;VB
1/04/2016;VA_PG_LO_SU;74;309;VIA4
1/04/2016;VA_PG_RO_SU;139;2757;Potlood
1/04/2016;VA_PG_RO_SU;68;264;VIA2
1/04/2016;VA_PG_RO_SU;69;307;VIA4
1/04/2016;VA_PG_RO_SU;76;346;VIA0
1/04/2016;GANZEPOOT_SU;87;971;Potlood
1/04/2016;GANZEPOOT_SU;69;279;VIA2
1/04/2016;GANZEPOOT_SU;71;278;VB
1/04/2016;GANZEPOOT_SU;72;337;VB
8/04/2016;VA_PG_RO_PA;104;1181;Potlood
8/04/2016;VA_PG_RO_PA;163;5362;Potlood
8/04/2016;VA_PG_RO_PA;243;16679;Potlood
8/04/2016;VA_PG_RO_PA;97;1242;Potlood
8/04/2016;VA_PG_RO_PA;143;4547;Potlood
8/04/2016;VA_PG_RO_PA;132;3099;Potlood
8/04/2016;VA_PG_RO_PA;97;1218;Potlood
8/04/2016;VA_PG_RO_PA;105;1402;Potlood
8/04/2016;VA_PG_RO_PA;107;1325;Potlood
8/04/2016;VA_PG_RO_PA;101;1138;Potlood
8/04/2016;VA_PG_RO_PA;87;858;Potlood
8/04/2016;VA_PG_RO_PA;102;1231;Potlood
8/04/2016;VA_PG_RO_PA;97;922;Potlood
8/04/2016;VA_PG_RO_PA;104;1421;Potlood
8/04/2016;VA_PG_RO_PA;102;1336;Potlood
8/04/2016;VA_PG_RO_PA;100;1209;Potlood
8/04/2016;VA_PG_RO_PA;106;1770;Potlood
8/04/2016;VA_PG_RO_PA;100;1067;Potlood
8/04/2016;VA_PG_RO_PA;92;953;Potlood
8/04/2016;VA_PG_RO_PA;109;1560;Potlood
8/04/2016;VA_PG_RO_PA;112;1803;Potlood
8/04/2016;VA_PG_RO_PA;104;1300;Potlood
8/04/2016;VA_PG_RO_PA;97;1241;Potlood
8/04/2016;VA_PG_RO_PA;85;740;Potlood
8/04/2016;VA_PG_RO_PA;102;1229;Potlood
8/04/2016;VA_PG_RO_PA;95;1145;Potlood
8/04/2016;VA_PG_RO_PA;97;1180;Potlood
8/04/2016;VA_PG_RO_PA;102;1315;Potlood
8/04/2016;VA_PG_RO_PA;115;1888;Potlood
8/04/2016;VA_PG_RO_PA;124;1912;Potlood
8/04/2016;VA_PG_RO_PA;204;13125;Potlood
8/04/2016;VA_PG_RO_PA;110;1670;Potlood
8/04/2016;VA_PG_RO_PA;98;1176;Potlood
8/04/2016;VA_PG_RO_PA;102;1184;Potlood
8/04/2016;VA_PG_RO_PA;110;1464;Potlood
8/04/2016;VA_PG_RO_PA;107;1717;Potlood
8/04/2016;VA_PG_RO_PA;97;1228;Potlood
8/04/2016;VA_PG_RO_PA;109;2086;Potlood
8/04/2016;VA_PG_RO_PA;94;1195;Potlood
8/04/2016;VA_PG_RO_PA;104;1261;Potlood
8/04/2016;VA_PG_RO_PA;91;756;Potlood
8/04/2016;VA_PG_RO_PA;89;870;Potlood
8/04/2016;VA_PG_RO_PA;141;3560;Potlood
8/04/2016;VA_PG_RO_PA;91;928;Potlood
8/04/2016;VA_PG_RO_PA;95;955;Potlood
8/04/2016;VA_PG_RO_PA;97;869;Potlood
8/04/2016;VA_PG_RO_PA;71;287;VIA4
8/04/2016;VA_PG_RO_PA;68;247;VIA3
8/04/2016;VA_PG_RO_PA;73;431;VIA3
8/04/2016;VA_PG_RO_PA;65;225;VIA3
8/04/2016;VA_PG_RO_PA;69;286;VIA4
8/04/2016;VA_PG_RO_PA;77;352;VIA3
8/04/2016;VA_PG_RO_PA;71;328;VIA3
8/04/2016;VA_PG_RO_PA;66;222;VIA3
8/04/2016;VA_PG_RO_PA;66;248;VIA4
8/04/2016;VA_PG_RO_PA;68;268;VIA4
8/04/2016;VA_PG_RO_PA;78;403;VIA4
8/04/2016;VA_PG_RO_PA;69;252;VIA3
8/04/2016;VA_PG_RO_PA;72;299;VIA4
8/04/2016;VA_PG_RO_PA;70;273;VIA3
8/04/2016;VA_PG_RO_PA;66;265;VIA3
8/04/2016;VA_PG_RO_PA;77;409;VIA3
8/04/2016;VA_PG_RO_PA;75;317;VIA3
8/04/2016;VA_PG_RO_PA;65;233;VIA3
8/04/2016;VA_PG_RO_PA;66;236;VIA4
8/04/2016;VA_PG_RO_PA;64;214;VIA4
8/04/2016;VA_PG_RO_PA;78;488;VIA2
8/04/2016;VA_PG_RO_PA;81;428;VIA4
8/04/2016;VA_PG_RO_PA;74;334;VIA4
8/04/2016;VA_PG_RO_PA;72;243;VIA3
8/04/2016;VA_PG_RO_PA;72;304;VIA2
8/04/2016;VA_PG_RO_PA;65;224;VIA2
8/04/2016;VA_PG_RO_PA;67;282;VIA3
8/04/2016;VA_PG_RO_PA;72;313;VIA3
8/04/2016;VA_PG_RO_PA;74;366;VIA4
8/04/2016;VA_PG_RO_PA;75;321;VIA3
8/04/2016;VA_PG_RO_PA;66;245;VIA4
8/04/2016;VA_PG_RO_PA;66;284;VIA2
8/04/2016;VA_PG_RO_PA;76;400;VIA4
8/04/2016;VA_PG_RO_PA;73;354;VIA3
8/04/2016;VA_PG_RO_PA;76;301;VIA3
8/04/2016;VA_PG_RO_PA;62;204;VIA4
8/04/2016;VA_PG_RO_PA;70;289;VIA4
8/04/2016;VA_PG_RO_PA;64;202;VIA3
8/04/2016;VA_PG_RO_PA;65;188;VIA4
8/04/2016;VA_PG_RO_PA;63;143;VIA4
8/04/2016;VA_PG_RO_PA;65;208;VIA3
8/04/2016;VA_PG_RO_PA;72;355;VIA2
8/04/2016;VA_PG_RO_PA;68;233;VIA2
8/04/2016;VA_PG_RO_PA;57;109;VIA3
8/04/2016;VA_PG_RO_PA;69;273;VIA2
8/04/2016;VA_PG_RO_PA;72;325;VIA3
8/04/2016;VA_PG_RO_PA;70;252;VIA3
8/04/2016;VA_PG_RO_PA;72;341;VIA3
8/04/2016;VA_PG_RO_PA;72;320;VIA3
8/04/2016;VA_PG_RO_PA;68;187;VIA3
8/04/2016;VA_PG_LO_PA;135;2934;Potlood
8/04/2016;VA_PG_LO_PA;118;1989;Potlood
8/04/2016;VA_PG_LO_PA;124;2495;Potlood
8/04/2016;VA_PG_LO_PA;112;1506;Potlood
8/04/2016;VA_PG_LO_PA;138;2368;Potlood
8/04/2016;VA_PG_LO_PA;147;3566;Potlood
8/04/2016;VA_PG_LO_PA;100;1155;Potlood
8/04/2016;VA_PG_LO_PA;106;1433;Potlood
8/04/2016;VA_PG_LO_PA;92;922;Potlood
8/04/2016;VA_PG_LO_PA;135;3172;Potlood
8/04/2016;VA_PG_LO_PA;90;778;Potlood
8/04/2016;VA_PG_LO_PA;102;1142;Potlood
8/04/2016;VA_PG_LO_PA;93;1148;Potlood
8/04/2016;VA_PG_LO_PA;95;985;Potlood
8/04/2016;VA_PG_LO_PA;87;743;Potlood
8/04/2016;VA_PG_LO_PA;102;1170;Potlood
8/04/2016;VA_PG_LO_PA;97;1065;Potlood
8/04/2016;VA_PG_LO_PA;98;1188;Potlood
8/04/2016;VA_PG_LO_PA;96;949;Potlood
8/04/2016;VA_PG_LO_PA;87;819;Potlood
8/04/2016;VA_PG_LO_PA;98;1105;Potlood
8/04/2016;VA_PG_LO_PA;117;2000;Potlood
8/04/2016;VA_PG_LO_PA;102;1534;Potlood
8/04/2016;VA_PG_LO_PA;111;1516;Potlood
8/04/2016;VA_PG_LO_PA;96;1017;Potlood
8/04/2016;VA_PG_LO_PA;95;1052;Potlood
8/04/2016;VA_PG_LO_PA;162;5557;Potlood
8/04/2016;VA_PG_LO_PA;117;2332;Potlood
8/04/2016;VA_PG_LO_PA;94;1044;Potlood
8/04/2016;VA_PG_LO_PA;147;4772;Potlood
8/04/2016;VA_PG_LO_PA;102;1068;Potlood
8/04/2016;VA_PG_LO_PA;87;982;Potlood
8/04/2016;VA_PG_LO_PA;93;1006;Potlood
8/04/2016;VA_PG_LO_PA;90;1064;Potlood
8/04/2016;VA_PG_LO_PA;116;1824;Potlood
8/04/2016;VA_PG_LO_PA;103;1277;Potlood
8/04/2016;VA_PG_LO_PA;100;1120;Potlood
8/04/2016;VA_PG_LO_PA;104;1197;Potlood
8/04/2016;VA_PG_LO_PA;280;;Gele paling
8/04/2016;VA_PG_LO_PA;77;409;VIA2
8/04/2016;VA_PG_LO_PA;72;327;VIA2
8/04/2016;VA_PG_LO_PA;78;416;VIA4
8/04/2016;VA_PG_LO_PA;68;275;VIA2
8/04/2016;VA_PG_LO_PA;73;324;VIA2
8/04/2016;VA_PG_LO_PA;64;186;VIA4
8/04/2016;VA_PG_LO_PA;65;185;VIA4
8/04/2016;VA_PG_LO_PA;68;289;VIA2
8/04/2016;VA_PG_LO_PA;77;394;VIA4
8/04/2016;VA_PG_LO_PA;66;241;VIA4
8/04/2016;VA_PG_LO_PA;70;313;VIA2
8/04/2016;VA_PG_LO_PA;74;294;VIA4
8/04/2016;VA_PG_LO_PA;75;331;VIA4
8/04/2016;VA_PG_LO_PA;72;357;VIA2
8/04/2016;VA_PG_LO_PA;65;212;VIA4
8/04/2016;VA_PG_LO_PA;66;226;VIA2
8/04/2016;VA_PG_LO_PA;67;193;VIA3
8/04/2016;VA_PG_LO_PA;70;244;VIA3
8/04/2016;VA_PG_LO_PA;71;284;VIA4
8/04/2016;VA_PG_LO_PA;71;340;VIA2
8/04/2016;VA_PG_LO_PA;66;221;VIA4
8/04/2016;VA_PG_LO_PA;72;324;VIA2
8/04/2016;VA_PG_LO_PA;73;313;VIA3
8/04/2016;VA_PG_LO_PA;73;357;VIA3
8/04/2016;VA_PG_LO_PA;72;319;VIA4
8/04/2016;VA_PG_LO_PA;64;207;VIA2
8/04/2016;VA_PG_LO_PA;72;328;VIA3
8/04/2016;VA_PG_LO_PA;67;280;VIA4
8/04/2016;VA_PG_LO_PA;70;310;VIA4
8/04/2016;VA_PG_LO_PA;78;375;VIA4
8/04/2016;VA_PG_LO_PA;69;278;VIA4
8/04/2016;VA_PG_LO_PA;73;295;VIA4
8/04/2016;VA_PG_LO_PA;58;148;VIA2
8/04/2016;VA_PG_LO_PA;72;249;VIA2
8/04/2016;VA_PG_LO_PA;73;248;VIA4
8/04/2016;VA_PG_LO_PA;66;222;VIA4
8/04/2016;VA_PG_LO_PA;67;243;VIA2
8/04/2016;VA_PG_LO_PA;64;216;VIA4
8/04/2016;VA_PG_LO_PA;72;298;VIA3
8/04/2016;VA_PG_LO_PA;71;327;VIA2
8/04/2016;VA_PG_LO_PA;72;281;VIA3
8/04/2016;VA_PG_LO_PA;66;216;VIA2
8/04/2016;VA_PG_LO_PA;72;268;VIA4
8/04/2016;VA_PG_LO_PA;73;336;VIA3
8/04/2016;VA_PG_LO_PA;70;261;VIA3
8/04/2016;VA_PG_LO_PA;72;342;VIA4
8/04/2016;VA_PG_LO_PA;70;285;VIA3
8/04/2016;VA_PG_LO_PA;74;367;VIA3
8/04/2016;VA_PG_LO_PA;73;328;VIA2
8/04/2016;VA_PG_LO_PA;70;252;VIA2
8/04/2016;VA_PG_LO_SU;113;872;Potlood
8/04/2016;VA_PG_LO_SU;93;987;Potlood
8/04/2016;VA_PG_LO_SU;108;1773;Potlood
8/04/2016;VA_PG_LO_SU;107;1489;Potlood
8/04/2016;VA_PG_LO_SU;66;208;VIA1
8/04/2016;VA_PG_LO_SU;69;271;VIA2
8/04/2016;VA_PG_RO_SU;104;1493;Potlood
8/04/2016;VA_PG_RO_SU;95;1036;Potlood
8/04/2016;VA_PG_RO_SU;106;1222;Potlood
8/04/2016;VA_PG_RO_SU;142;2335;Potlood
8/04/2016;VA_PG_RO_SU;113;1258;Potlood
8/04/2016;VA_PG_RO_SU;74;432;VIB
8/04/2016;VA_MI_RO_SU;109;1297;Potlood
8/04/2016;VA_MI_RO_SU;101;1338;Potlood
8/04/2016;VA_MI_RO_SU;114;1746;Potlood
8/04/2016;VA_SC_LO_SU;117;2235;Potlood
8/04/2016;VA_SC_RO_SU;101;1109;Potlood
8/04/2016;VA_PG_KR_NA;70;269;VIA2
8/04/2016;VA_PG_KR_NA;73;288;VIA4
8/04/2016;GANZEPOOT_SU;72;307;VB
8/04/2016;IJZER_SU;68;240;VB
15/04/2016;VA_PG_LO_PA;106;1180;Potlood
15/04/2016;VA_PG_LO_PA;89;917;Potlood
15/04/2016;VA_PG_LO_PA;102;1089;Potlood
15/04/2016;VA_PG_LO_PA;129;3146;Potlood
15/04/2016;VA_PG_LO_PA;101;1128;Potlood
15/04/2016;VA_PG_LO_PA;100;1224;Potlood
15/04/2016;VA_PG_LO_PA;104;1462;Potlood
15/04/2016;VA_PG_LO_PA;106;1640;Potlood
15/04/2016;VA_PG_LO_PA;90;925;Potlood
15/04/2016;VA_PG_LO_PA;94;1084;Potlood
15/04/2016;VA_PG_LO_PA;111;2178;Potlood
15/04/2016;VA_PG_LO_PA;95;1455;Potlood
15/04/2016;VA_PG_LO_PA;101;1115;Potlood
15/04/2016;VA_PG_LO_PA;102;1132;Potlood
15/04/2016;VA_PG_LO_PA;98;1238;Potlood
15/04/2016;VA_PG_LO_PA;99;1198;Potlood
15/04/2016;VA_PG_LO_PA;91;882;Potlood
15/04/2016;VA_PG_LO_PA;100;1172;Potlood
15/04/2016;VA_PG_LO_PA;93;906;Potlood
15/04/2016;VA_PG_LO_PA;109;1869;Potlood
15/04/2016;VA_PG_LO_PA;102;1061;Potlood
15/04/2016;VA_PG_LO_PA;82;837;VII
15/04/2016;VA_PG_LO_PA;96;937;Potlood
15/04/2016;VA_PG_LO_PA;96;1024;Potlood
15/04/2016;VA_PG_LO_PA;112;1836;Potlood
15/04/2016;VA_PG_LO_PA;109;1375;Potlood
15/04/2016;VA_PG_LO_PA;117;2566;Potlood
15/04/2016;VA_PG_LO_PA;129;2963;Potlood
15/04/2016;VA_PG_LO_PA;97;1060;Potlood
15/04/2016;VA_PG_LO_PA;89;967;Potlood
15/04/2016;VA_PG_LO_PA;91;987;Potlood
15/04/2016;VA_PG_LO_PA;102;1604;Potlood
15/04/2016;VA_PG_LO_PA;105;1705;Potlood
15/04/2016;VA_PG_LO_PA;98;1615;Potlood
15/04/2016;VA_PG_LO_PA;92;886;Potlood
15/04/2016;VA_PG_LO_PA;104;1273;Potlood
15/04/2016;VA_PG_LO_PA;93;1086;Potlood
15/04/2016;VA_PG_LO_PA;107;1730;Potlood
15/04/2016;VA_PG_LO_PA;97;1364;Potlood
15/04/2016;VA_PG_LO_PA;96;1214;Potlood
15/04/2016;VA_PG_LO_PA;91;945;Potlood
15/04/2016;VA_PG_LO_PA;102;1225;Potlood
15/04/2016;VA_PG_LO_PA;64;187;VIA4
15/04/2016;VA_PG_LO_PA;74;292;VIA4
15/04/2016;VA_PG_LO_PA;79;484;VIA3
15/04/2016;VA_PG_LO_PA;68;234;VIA4
15/04/2016;VA_PG_LO_PA;71;256;VIA3
15/04/2016;VA_PG_LO_PA;69;224;VIA4
15/04/2016;VA_PG_LO_PA;72;291;VIA4
15/04/2016;VA_PG_LO_PA;63;235;VIA4
15/04/2016;VA_PG_LO_PA;74;349;VIA3
15/04/2016;VA_PG_LO_PA;76;413;VIA4
15/04/2016;VA_PG_LO_PA;68;340;VIA4
15/04/2016;VA_PG_LO_PA;64;260;VIA4
15/04/2016;VA_PG_LO_PA;75;340;VIA3
15/04/2016;VA_PG_LO_PA;70;267;VIA4
15/04/2016;VA_PG_LO_PA;70;310;VIA4
15/04/2016;VA_PG_LO_PA;72;348;VIA4
15/04/2016;VA_PG_LO_PA;70;324;VIA3
15/04/2016;VA_PG_LO_PA;72;359;VIA4
15/04/2016;VA_PG_LO_PA;78;416;VIA4
15/04/2016;VA_PG_LO_PA;75;323;VIA3
15/04/2016;VA_PG_LO_PA;68;251;VIA4
15/04/2016;VA_PG_LO_PA;72;365;VIA3
15/04/2016;VA_PG_LO_PA;70;257;VIA3
15/04/2016;VA_PG_LO_PA;68;246;VIA4
15/04/2016;VA_PG_LO_PA;70;236;VIA3
15/04/2016;VA_PG_LO_PA;74;322;VIA4
15/04/2016;VA_PG_LO_PA;68;257;VIA4
15/04/2016;VA_PG_LO_PA;73;286;VIA3
15/04/2016;VA_PG_LO_PA;64;280;VIA4
15/04/2016;VA_PG_LO_PA;65;240;VIA4
15/04/2016;VA_PG_LO_PA;70;288;VIA4
15/04/2016;VA_PG_LO_PA;65;222;VIA3
15/04/2016;VA_PG_LO_PA;70;287;VIA4
15/04/2016;VA_PG_LO_PA;75;359;VIA4
15/04/2016;VA_PG_LO_PA;61;154;VIA4
15/04/2016;VA_PG_LO_PA;66;238;VIA4
15/04/2016;VA_PG_LO_PA;71;276;VIA3
15/04/2016;VA_PG_LO_PA;75;303;VIA3
15/04/2016;VA_PG_LO_PA;68;202;VIA3
15/04/2016;VA_PG_LO_PA;61;195;VIA4
15/04/2016;VA_PG_LO_PA;71;296;VIA4
15/04/2016;VA_PG_LO_PA;76;370;VIA4
15/04/2016;VA_PG_LO_PA;74;399;VIA2
15/04/2016;VA_PG_LO_PA;72;298;VIA3
15/04/2016;VA_PG_LO_PA;71;278;VIA4
15/04/2016;VA_PG_LO_PA;74;329;VIA4
15/04/2016;VA_PG_LO_PA;68;208;VIA3
15/04/2016;VA_PG_LO_PA;63;170;VIA4
15/04/2016;VA_PG_LO_PA;72;265;VIA4
15/04/2016;VA_PG_LO_PA;62;185;VIA4
15/04/2016;VA_PG_RO_PA;83;858;Potlood
15/04/2016;VA_PG_RO_PA;98;1130;Potlood
15/04/2016;VA_PG_RO_PA;102;1263;Potlood
15/04/2016;VA_PG_RO_PA;97;876;Potlood
15/04/2016;VA_PG_RO_PA;99;1195;Potlood
15/04/2016;VA_PG_RO_PA;103;1201;Potlood
15/04/2016;VA_PG_RO_PA;106;1628;Potlood
15/04/2016;VA_PG_RO_PA;103;1172;Potlood
15/04/2016;VA_PG_RO_PA;84;705;Potlood
15/04/2016;VA_PG_RO_PA;113;1869;Potlood
15/04/2016;VA_PG_RO_PA;106;1382;Potlood
15/04/2016;VA_PG_RO_PA;106;1852;Potlood
15/04/2016;VA_PG_RO_PA;94;878;Potlood
15/04/2016;VA_PG_RO_PA;95;902;Potlood
15/04/2016;VA_PG_RO_PA;98;1186;Potlood
15/04/2016;VA_PG_RO_PA;87;764;Potlood
15/04/2016;VA_PG_RO_PA;103;1140;Potlood
15/04/2016;VA_PG_RO_PA;107;1266;Potlood
15/04/2016;VA_PG_RO_PA;98;1176;Potlood
15/04/2016;VA_PG_RO_PA;110;1495;Potlood
15/04/2016;VA_PG_RO_PA;120;2198;Potlood
15/04/2016;VA_PG_RO_PA;97;1092;Potlood
15/04/2016;VA_PG_RO_PA;88;755;Potlood
15/04/2016;VA_PG_RO_PA;101;1245;Potlood
15/04/2016;VA_PG_RO_PA;92;980;Potlood
15/04/2016;VA_PG_RO_PA;99;1261;Potlood
15/04/2016;VA_PG_RO_PA;81;522;VII
15/04/2016;VA_PG_RO_PA;62;185;VIA4
15/04/2016;VA_PG_RO_PA;65;225;VIA3
15/04/2016;VA_PG_RO_PA;72;354;VIA4
15/04/2016;VA_PG_RO_PA;63;213;VIA4
15/04/2016;VA_PG_RO_PA;67;284;VIA4
15/04/2016;VA_PG_RO_PA;68;348;VIA4
15/04/2016;VA_PG_RO_PA;66;226;VIA4
15/04/2016;VA_PG_RO_PA;72;286;VIA4
15/04/2016;VA_PG_RO_PA;71;303;VIA2
15/04/2016;VA_PG_RO_PA;58;106;VIA4
15/04/2016;VA_PG_RO_PA;69;257;VIA4
15/04/2016;VA_PG_RO_PA;68;284;VIA4
15/04/2016;VA_PG_RO_PA;76;358;VIA4
15/04/2016;VA_PG_RO_PA;67;281;VIA4
15/04/2016;VA_PG_RO_PA;73;319;VIA4
15/04/2016;VA_PG_RO_PA;70;241;VIA4
15/04/2016;VA_PG_RO_PA;78;352;VIA4
15/04/2016;VA_PG_RO_PA;75;280;VIA4
15/04/2016;VA_PG_RO_PA;67;219;VIA4
15/04/2016;VA_PG_RO_PA;67;227;VIA4
15/04/2016;VA_PG_RO_PA;69;265;VIA4
15/04/2016;VA_PG_RO_PA;72;310;VIA4
15/04/2016;VA_PG_RO_PA;76;297;VIA4
15/04/2016;VA_PG_RO_PA;65;200;VIA4
15/04/2016;VA_PG_RO_PA;68;215;VIA4
15/04/2016;VA_PG_RO_PA;70;256;VIA3
15/04/2016;VA_PG_RO_PA;72;280;VIA4
15/04/2016;VA_PG_RO_PA;72;316;VIA4
15/04/2016;VA_PG_RO_PA;75;353;VIA4
15/04/2016;VA_PG_RO_PA;65;228;VIA3
15/04/2016;VA_PG_RO_PA;72;266;VIA4
15/04/2016;VA_PG_RO_PA;75;397;VIA4
15/04/2016;VA_PG_RO_PA;76;375;VIA4
15/04/2016;VA_PG_RO_PA;63;209;VIA4
15/04/2016;VA_PG_RO_PA;74;362;VIA4
15/04/2016;VA_PG_RO_PA;65;273;VIA4
15/04/2016;VA_PG_RO_PA;70;281;VIA4
15/04/2016;VA_PG_RO_PA;71;308;VIA4
15/04/2016;VA_PG_RO_PA;73;269;VIA4
15/04/2016;VA_PG_RO_PA;70;295;VIA4
15/04/2016;VA_PG_RO_PA;78;328;VIA4
15/04/2016;VA_PG_RO_PA;73;371;VIA4
15/04/2016;VA_PG_RO_PA;65;206;VIA4
15/04/2016;VA_PG_RO_PA;72;263;VIA4
15/04/2016;VA_PG_RO_PA;70;313;VIA4
15/04/2016;VA_PG_RO_PA;80;408;VIA3
15/04/2016;VA_PG_RO_PA;72;286;VIA3
15/04/2016;VA_PG_RO_PA;72;339;VIA4
15/04/2016;VA_PG_RO_PA;71;293;VIA4
15/04/2016;VA_PG_RO_PA;71;245;VIA4
15/04/2016;VA_SC_LO_SU;74;342;VIA2
15/04/2016;VA_SC_LO_SU;72;399;VIA3
15/04/2016;VA_SC_LO_SU;72;323;VIA2
15/04/2016;VA_SC_LO_SU;70;251;VIA3
15/04/2016;VA_SC_LO_SU;72;280;VIA3
15/04/2016;VA_SC_LO_SU;75;484;VII
15/04/2016;VA_SC_RO_SU;78;336;VIA3
15/04/2016;VA_SC_RO_SU;70;321;VIA3
15/04/2016;VA_SC_RO_SU;67;225;VIA3
15/04/2016;VA_SC_RO_SU;67;257;VIA3
15/04/2016;VA_SC_RO_SU;109;1569;Potlood
15/04/2016;VA_MI_LO_SU;70;279;VIA4
15/04/2016;VA_MI_LO_SU;67;268;VIA4
15/04/2016;VA_MI_LO_SU;114;2300;Potlood
15/04/2016;VA_MI_LO_SU;113;1738;Potlood
15/04/2016;VA_MI_RO_SU;68;266;VIA4
15/04/2016;VA_MI_RO_SU;93;990;Potlood
15/04/2016;VA_MI_RO_SU;98;1105;Potlood
15/04/2016;VA_MI_RO_SU;97;916;Potlood
15/04/2016;VA_PG_LO_SU;97;1004;Potlood
15/04/2016;VA_PG_LO_SU;102;1687;Potlood
15/04/2016;VA_PG_LO_SU;88;802;Potlood
15/04/2016;VA_PG_LO_SU;89;795;Potlood
15/04/2016;VA_PG_LO_SU;97;972;Potlood
15/04/2016;VA_PG_LO_SU;63;173;VIA4
15/04/2016;VA_PG_LO_SU;74;396;VIA3
15/04/2016;VA_PG_LO_SU;72;314;VIA3
15/04/2016;VA_PG_LO_SU;63;193;VIA3
15/04/2016;VA_PG_LO_SU;71;261;VIA3
15/04/2016;VA_PG_LO_SU;66;212;VIA3
15/04/2016;VA_PG_RO_SU;58;147;VIA4
15/04/2016;VA_PG_RO_SU;68;233;VIA3
15/04/2016;VA_PG_RO_SU;75;383;VIA2
15/04/2016;VA_PG_RO_SU;73;354;VIA4
15/04/2016;VA_PG_RO_SU;67;211;VIA4
