Datum;Locatie;lengte (mm);gewicht (mg);pigmentatie
14/05/2018;VA_SC_LO_SU;65;278;VIB
14/05/2018;VA_SC_RO_SU;127;2941;potlood
14/05/2018;VA_SC_RO_SU;106;1958;potlood
14/05/2018;VA_SC_RO_SU;113;1811;potlood
14/05/2018;VA_SC_RO_SU;70;327;VIA4
14/05/2018;VA_SC_RO_SU;70;377;VIA4
14/05/2018;VA_SC_RO_SU;68;375;VII
14/05/2018;VA_SC_RO_SU;68;292;VII
14/05/2018;VA_SC_RO_SU;73;373;VIB
14/05/2018;VA_SC_RO_SU;74;303;VIB
14/05/2018;VA_SC_RO_SU;68;260;VIA4
14/05/2018;VA_SC_RO_SU;68;266;VIA4
14/05/2018;VA_SC_RO_SU;68;272;VIA4
14/05/2018;VA_SC_RO_SU;72;336;VIA4
14/05/2018;VA_SC_RO_SU;68;336;VIA4
14/05/2018;VA_SC_RO_SU;72;394;VII
14/05/2018;VA_SC_RO_SU;74;315;VIA4
14/05/2018;VA_SC_RO_SU;72;390;VIB
14/05/2018;VA_SC_RO_SU;68;283;VIA4
14/05/2018;VA_SC_RO_SU;73;451;VII
14/05/2018;VA_SC_RO_SU;71;289;VIB
14/05/2018;VA_SC_RO_SU;63;230;VIB
14/05/2018;VA_SC_RO_SU;71;329;VIA4
14/05/2018;VA_SC_RO_SU;68;343;VIB
14/05/2018;VA_SC_RO_SU;69;306;VIA4
14/05/2018;VA_SC_RO_SU;75;342;VIA2
14/05/2018;VA_SC_RO_SU;75;344;VIA4
14/05/2018;VA_SC_RO_SU;77;329;VIA4
14/05/2018;VA_SC_RO_SU;69;282;VIA4
14/05/2018;VA_SC_RO_SU;75;429;VIA4
14/05/2018;VA_SC_RO_SU;77;336;VIA3
14/05/2018;VA_SC_RO_SU;78;392;VIB
14/05/2018;VA_SC_RO_SU;73;352;VIA3
14/05/2018;VA_SC_RO_SU;71;358;VII
14/05/2018;VA_SC_RO_SU;74;336;VII
14/05/2018;VA_SC_RO_SU;70;301;VIA4
14/05/2018;VA_SC_RO_SU;68;327;VIB
14/05/2018;VA_SC_RO_SU;74;303;VIA4
14/05/2018;VA_SC_RO_SU;58;185;VIA4
14/05/2018;VA_SC_RO_SU;70;344;VIA4
14/05/2018;VA_SC_RO_SU;69;339;VIB
14/05/2018;VA_SC_RO_SU;73;339;VIB
14/05/2018;VA_SC_RO_SU;68;340;VIB
14/05/2018;VA_SC_RO_SU;70;323;VIA4
14/05/2018;VA_SC_RO_SU;67;244;VIA4
14/05/2018;VA_SC_RO_SU;66;232;VIA4
14/05/2018;VA_SC_RO_SU;73;355;VIA4
14/05/2018;VA_SC_RO_SU;68;337;VIA4
14/05/2018;VA_SC_RO_SU;74;305;VIA4
14/05/2018;VA_SC_RO_SU;66;224;VIB
14/05/2018;VA_SC_RO_SU;72;293;VIB
14/05/2018;VA_SC_RO_SU;68;259;VIB
14/05/2018;VA_SC_RO_SU;62;233;VIA4
14/05/2018;VA_SC_RO_SU;71;274;VIA3
14/05/2018;VA_MI_LO_SU;71;313;VIA3
14/05/2018;VA_MI_LO_SU;73;429;VIA4
14/05/2018;VA_MI_LO_SU;71;310;VIA4
14/05/2018;VA_MI_LO_SU;71;296;VIA4
14/05/2018;VA_MI_LO_SU;69;308;VII
14/05/2018;VA_MI_LO_SU;68;252;VIA4
14/05/2018;VA_MI_LO_SU;80;489;VII
14/05/2018;VA_MI_LO_SU;67;236;VIB
14/05/2018;VA_MI_LO_SU;72;294;VIA4
14/05/2018;VA_MI_LO_SU;63;205;VIA4
14/05/2018;VA_MI_LO_SU;67;208;VIA4
14/05/2018;VA_MI_LO_SU;68;330;VII
14/05/2018;VA_MI_LO_SU;79;420;VIB
14/05/2018;VA_MI_LO_SU;68;273;VIB
14/05/2018;VA_MI_LO_SU;70;247;VIA4
14/05/2018;VA_MI_LO_SU;63;166;VIB
14/05/2018;VA_MI_LO_SU;72;354;VIB
14/05/2018;VA_MI_LO_SU;65;237;VIA4
14/05/2018;VA_MI_LO_SU;68;280;VIB
14/05/2018;VA_MI_LO_SU;78;255;VIB
14/05/2018;VA_MI_LO_SU;68;250;VIB
14/05/2018;VA_MI_LO_SU;62;219;VIB
14/05/2018;VA_MI_LO_SU;67;239;VIA4
14/05/2018;VA_MI_LO_SU;73;322;VIA3
14/05/2018;VA_MI_LO_SU;73;330;VII
14/05/2018;VA_MI_LO_SU;73;335;VII
14/05/2018;VA_MI_LO_SU;64;203;VIB
14/05/2018;VA_MI_LO_SU;68;292;VIA4
14/05/2018;VA_MI_LO_SU;65;234;VIB
14/05/2018;VA_MI_LO_SU;69;360;VII
14/05/2018;VA_MI_LO_SU;72;241;VIA3
14/05/2018;VA_MI_LO_SU;68;252;VIA3
14/05/2018;VA_MI_LO_SU;66;262;VIB
14/05/2018;VA_MI_LO_SU;74;338;VIA4
14/05/2018;VA_MI_LO_SU;74;240;VIA4
14/05/2018;VA_MI_LO_SU;71;357;VII
14/05/2018;VA_MI_LO_SU;65;229;VII
14/05/2018;VA_MI_LO_SU;69;259;VIA4
14/05/2018;VA_MI_LO_SU;77;312;VIA4
14/05/2018;VA_MI_LO_SU;73;375;VIB
14/05/2018;VA_MI_LO_SU;67;276;VIA2
14/05/2018;VA_MI_LO_SU;70;316;VIA4
14/05/2018;VA_MI_LO_SU;68;234;VIA4
14/05/2018;VA_MI_LO_SU;72;248;VIA4
14/05/2018;VA_MI_LO_SU;74;379;VII
14/05/2018;VA_MI_LO_SU;71;306;VIA4
14/05/2018;VA_MI_LO_SU;65;216;VIA4
14/05/2018;VA_MI_LO_SU;68;323;VIA4
14/05/2018;VA_MI_LO_SU;61;196;VIB
14/05/2018;VA_MI_LO_SU;74;386;VIA4
14/05/2018;VA_MI_RO_SU;111;1694;potlood
14/05/2018;VA_MI_RO_SU;71;271;VII
14/05/2018;VA_MI_RO_SU;71;300;VIB
14/05/2018;VA_MI_RO_SU;79;417;VIA4
14/05/2018;VA_MI_RO_SU;74;408;VIA4
14/05/2018;VA_MI_RO_SU;77;376;VIB
14/05/2018;VA_MI_RO_SU;68;292;VIA4
14/05/2018;VA_MI_RO_SU;73;317;VIA4
14/05/2018;VA_MI_RO_SU;68;212;VIA4
14/05/2018;VA_MI_RO_SU;73;355;VIA4
14/05/2018;VA_MI_RO_SU;69;288;VIB
14/05/2018;VA_MI_RO_SU;68;278;VII
14/05/2018;VA_MI_RO_SU;74;313;VIB
14/05/2018;VA_MI_RO_SU;67;304;VII
14/05/2018;VA_MI_RO_SU;72;230;VIA4
14/05/2018;VA_MI_RO_SU;71;267;VII
14/05/2018;VA_MI_RO_SU;68;237;VIA4
14/05/2018;VA_MI_RO_SU;73;362;VIA4
14/05/2018;VA_MI_RO_SU;64;230;VIA4
14/05/2018;VA_MI_RO_SU;63;250;VIA4
14/05/2018;VA_MI_RO_SU;70;305;VIB
14/05/2018;VA_MI_RO_SU;68;153;VIA4
14/05/2018;VA_MI_RO_SU;65;233;VIA4
14/05/2018;VA_MI_RO_SU;68;264;VIA3
14/05/2018;VA_MI_RO_SU;73;271;VIA4
14/05/2018;VA_MI_RO_SU;66;255;VIA4
14/05/2018;VA_MI_RO_SU;68;232;VIA3
14/05/2018;VA_MI_RO_SU;73;313;VIB
14/05/2018;VA_MI_RO_SU;69;275;VIB
14/05/2018;VA_MI_RO_SU;61;200;VIA4
14/05/2018;VA_MI_RO_SU;74;363;VIA4
14/05/2018;VA_MI_RO_SU;72;296;VIB
14/05/2018;VA_MI_RO_SU;77;423;VIB
14/05/2018;VA_MI_RO_SU;66;251;VIB
14/05/2018;VA_MI_RO_SU;68;225;VIB
14/05/2018;VA_MI_RO_SU;64;246;VIB
14/05/2018;VA_MI_RO_SU;68;296;VII
14/05/2018;VA_MI_RO_SU;74;339;VIB
14/05/2018;VA_MI_RO_SU;73;400;VIA4
14/05/2018;VA_MI_RO_SU;73;377;VIB
14/05/2018;VA_MI_RO_SU;77;385;VII
14/05/2018;VA_MI_RO_SU;70;318;VIA4
14/05/2018;VA_MI_RO_SU;78;378;VII
14/05/2018;VA_MI_RO_SU;71;236;VIA3
14/05/2018;VA_MI_RO_SU;68;264;VIB
14/05/2018;VA_MI_RO_SU;62;190;VIA4
14/05/2018;VA_MI_RO_SU;68;227;VIA4
14/05/2018;VA_MI_RO_SU;70;279;VIB
14/05/2018;VA_MI_RO_SU;76;393;VII
14/05/2018;VA_MI_RO_SU;71;307;VII
14/05/2018;VA_MI_RO_SU;70;350;VII
14/05/2018;VA_PG_RO_SU;108;1640;potlood
14/05/2018;VA_PG_RO_SU;144;4206;potlood
14/05/2018;VA_PG_RO_SU;69;273;VIA4
14/05/2018;VA_PG_RO_SU;74;298;VIB
14/05/2018;VA_PG_RO_SU;78;307;VIB
14/05/2018;VA_PG_RO_SU;75;282;VIA2
14/05/2018;VA_PG_RO_SU;65;258;VIA3
14/05/2018;VA_PG_RO_SU;69;231;VIB
14/05/2018;VA_PG_RO_SU;67;191;VIB
14/05/2018;VA_PG_RO_SU;73;231;VIA4
14/05/2018;VA_PG_RO_SU;74;260;VIB
14/05/2018;VA_PG_RO_SU;77;328;VIA4
14/05/2018;VA_PG_RO_SU;70;295;VII
14/05/2018;VA_PG_RO_SU;70;272;VII
14/05/2018;VA_PG_RO_SU;72;287;VIB
14/05/2018;VA_PG_RO_SU;74;351;VIB
14/05/2018;VA_PG_RO_SU;74;361;VIA3
14/05/2018;VA_PG_RO_SU;80;342;VIB
14/05/2018;VA_PG_RO_SU;75;409;VII
14/05/2018;VA_PG_RO_SU;72;251;VIA4
14/05/2018;VA_PG_RO_SU;66;200;VIA4
14/05/2018;VA_PG_RO_SU;64;238;VIA4
14/05/2018;VA_PG_RO_SU;78;371;VIA3
14/05/2018;VA_PG_RO_SU;68;223;VIB
14/05/2018;VA_PG_RO_SU;66;280;VIA4
14/05/2018;VA_PG_RO_SU;74;293;VIA3
14/05/2018;VA_PG_RO_SU;70;220;VIB
14/05/2018;VA_PG_RO_SU;72;265;VIB
14/05/2018;VA_PG_RO_SU;74;320;VII
14/05/2018;VA_PG_RO_SU;68;280;VIB
14/05/2018;VA_PG_RO_SU;68;300;VIA4
14/05/2018;VA_PG_RO_SU;68;253;VIA2
14/05/2018;VA_PG_RO_SU;73;378;VIA4
14/05/2018;VA_PG_RO_SU;75;308;VIA4
14/05/2018;VA_PG_RO_SU;69;229;VIB
14/05/2018;VA_PG_RO_SU;63;197;VIA4
14/05/2018;VA_PG_RO_SU;70;325;VIA4
14/05/2018;VA_PG_RO_SU;74;301;VIB
14/05/2018;VA_PG_RO_SU;63;234;VIA4
14/05/2018;VA_PG_RO_SU;72;286;VIA3
14/05/2018;VA_PG_RO_SU;67;250;VIA4
14/05/2018;VA_PG_RO_SU;68;225;VIA3
14/05/2018;VA_PG_RO_SU;64;239;VIA4
14/05/2018;VA_PG_RO_SU;77;349;VIA2
14/05/2018;VA_PG_RO_SU;73;270;VIA1
14/05/2018;VA_PG_RO_SU;68;198;VIA4
14/05/2018;VA_PG_RO_SU;62;245;VIB
14/05/2018;VA_PG_RO_SU;67;229;VIA4
14/05/2018;VA_PG_RO_SU;70;333;VIB
14/05/2018;VA_PG_RO_SU;70;312;VII
14/05/2018;VA_PG_RO_SU;77;360;VIA4
14/05/2018;VA_PG_RO_SU;74;255;VIA4
14/05/2018;VA_PG_LO_SU;68;269;VIB
14/05/2018;VA_PG_LO_SU;78;295;VIA4
14/05/2018;VA_PG_LO_SU;69;210;VIA3
14/05/2018;VA_PG_LO_SU;75;389;VIA4
14/05/2018;VA_PG_LO_SU;68;202;VIB
14/05/2018;VA_PG_LO_SU;73;340;VIA4
14/05/2018;VA_PG_LO_SU;65;190;VIA3
14/05/2018;VA_PG_LO_SU;74;322;VIA3
14/05/2018;VA_PG_LO_SU;65;234;VIB
14/05/2018;VA_PG_LO_SU;66;195;VIA2
14/05/2018;VA_PG_LO_SU;73;247;VIA4
14/05/2018;VA_PG_LO_SU;73;339;VII
14/05/2018;VA_PG_LO_SU;68;174;VII
14/05/2018;VA_PG_LO_SU;79;388;VIA3
14/05/2018;VA_PG_LO_SU;65;212;VIA4
14/05/2018;VA_PG_LO_SU;69;258;VIB
14/05/2018;VA_PG_LO_SU;63;199;VIB
14/05/2018;VA_PG_LO_SU;74;293;VIA3
14/05/2018;VA_PG_LO_SU;75;303;VIB
14/05/2018;VA_PG_LO_SU;67;260;VIB
14/05/2018;VA_PG_LO_SU;72;282;VIA3
14/05/2018;VA_PG_LO_SU;64;142;VIA4
14/05/2018;VA_PG_LO_SU;68;211;VIA2
14/05/2018;VA_PG_LO_SU;68;236;VII
14/05/2018;VA_PG_LO_SU;78;349;VIA3
14/05/2018;VA_PG_LO_SU;73;270;VIA3
14/05/2018;VA_PG_LO_SU;73;238;VIA4
14/05/2018;VA_PG_LO_SU;66;222;VII
14/05/2018;VA_PG_LO_SU;63;236;VII
14/05/2018;VA_PG_LO_SU;68;244;VIA3
14/05/2018;VA_PG_LO_SU;72;307;VIB
14/05/2018;VA_PG_LO_SU;72;282;VIA4
14/05/2018;VA_PG_LO_SU;68;252;VIB
14/05/2018;VA_PG_LO_SU;62;215;VIB
14/05/2018;VA_PG_LO_SU;74;319;VIA2
14/05/2018;VA_PG_LO_SU;68;217;VIB
14/05/2018;VA_PG_LO_SU;66;235;VIA4
14/05/2018;VA_PG_LO_SU;73;340;VII
14/05/2018;VA_PG_LO_SU;68;346;VII
14/05/2018;VA_PG_LO_SU;67;278;VIA4
14/05/2018;VA_PG_LO_SU;69;254;VIA4
14/05/2018;VA_PG_LO_SU;67;204;VIA4
14/05/2018;VA_PG_LO_SU;69;204;VIA4
14/05/2018;VA_PG_LO_SU;58;146;VIB
14/05/2018;IJZ_SU;153;6063;potlood
14/05/2018;IJZ_SU;97;1566;potlood
14/05/2018;IJZ_SU;102;1580;potlood
14/05/2018;IJZ_SU;124;3254;potlood
14/05/2018;IJZ_SU;73;411;VII
14/05/2018;IJZ_SU;73;342;VIA4
14/05/2018;IJZ_SU;76;278;VIB
14/05/2018;IJZ_SU;67;257;VIB
14/05/2018;IJZ_SU;68;263;VIA4
14/05/2018;IJZ_SU;73;448;VII
14/05/2018;IJZ_SU;70;314;VIB
14/05/2018;IJZ_SU;78;480;VIB
14/05/2018;GA_SU;184;7902;potlood
14/05/2018;GA_SU;68;229;VIA4
14/05/2018;GA_SU;78;316;VIA4
15/05/2018;VA_PG_KR;66;215;VIA3
15/05/2018;VA_PG_KR;67;279;VIB
15/05/2018;VA_PG_KR;66;204;VIA4
15/05/2018;VA_PG_KR;71;295;VIA4
15/05/2018;VA_PG_KR;70;195;VIB
15/05/2018;VA_PG_KR;72;297;VIA4
15/05/2018;VA_PG_KR;67;307;VII
15/05/2018;VA_PG_KR;70;257;VIA4
15/05/2018;VA_PG_KR;67;284;VIA3
15/05/2018;VA_PG_KR;76;326;VIA4
15/05/2018;VA_PG_KR;70;234;VII
15/05/2018;VA_PG_KR;66;291;VIA4
15/05/2018;VA_PG_KR;62;179;VIB
15/05/2018;VA_PG_KR;73;287;VIA3
15/05/2018;VA_PG_KR;78;299;VIA4
15/05/2018;VA_PG_KR;70;302;VII
15/05/2018;VA_PG_KR;74;308;VII
15/05/2018;VA_PG_KR;69;274;VIA3
15/05/2018;VA_PG_KR;71;229;VIA1
15/05/2018;VA_PG_KR;75;218;VIB
15/05/2018;VA_PG_KR;64;134;VIA4
15/05/2018;VA_PG_KR;70;367;VIA4
15/05/2018;VA_PG_KR;69;273;VIA4
15/05/2018;VA_PG_KR;72;238;VIA4
15/05/2018;VA_PG_KR;71;244;VIA4
15/05/2018;VA_PG_KR;75;296;VIA3
15/05/2018;VA_PG_KR;67;242;VIA4
15/05/2018;VA_PG_KR;69;229;VIA4
15/05/2018;VA_PG_KR;64;180;VIB
15/05/2018;VA_PG_KR;65;210;VIB
15/05/2018;VA_PG_KR;70;345;VIB
15/05/2018;VA_PG_KR;69;258;VIB
15/05/2018;VA_PG_KR;66;202;VIB
15/05/2018;VA_PG_KR;67;323;VII
15/05/2018;VA_PG_KR;71;222;VIA3
15/05/2018;VA_PG_KR;65;253;VIA3
15/05/2018;VA_PG_KR;65;279;VII
15/05/2018;VA_PG_KR;73;219;VIB
22/05/2018;VA_PG_LO_PA;68;228;VIB
22/05/2018;VA_PG_LO_PA;72;339;VIA4
22/05/2018;VA_PG_LO_PA;71;307;VIA4
22/05/2018;VA_PG_LO_PA;68;179;VIA4
22/05/2018;VA_PG_LO_PA;69;268;VII
22/05/2018;VA_PG_LO_PA;73;319;VIB
22/05/2018;VA_PG_LO_PA;80;373;VIB
22/05/2018;VA_PG_LO_PA;73;266;VIA4
22/05/2018;VA_PG_LO_PA;68;292;VIB
22/05/2018;VA_PG_LO_PA;65;225;VIB
22/05/2018;VA_PG_LO_PA;63;200;VIA4
22/05/2018;VA_PG_LO_PA;72;252;VII
22/05/2018;VA_PG_LO_PA;76;337;VIA4
22/05/2018;VA_PG_LO_PA;69;307;VIA4
22/05/2018;VA_PG_LO_PA;63;189;VIA4
22/05/2018;VA_PG_LO_PA;69;259;VIB
22/05/2018;VA_PG_LO_PA;66;306;VII
22/05/2018;VA_PG_LO_PA;78;425;VII
22/05/2018;VA_PG_LO_PA;68;226;VII
22/05/2018;VA_PG_LO_PA;79;372;VIA4
22/05/2018;VA_PG_LO_PA;78;325;VIA4
22/05/2018;VA_PG_LO_PA;68;203;VIB
22/05/2018;VA_PG_LO_PA;67;263;VIB
22/05/2018;VA_PG_LO_PA;69;220;VIB
22/05/2018;VA_PG_LO_PA;64;237;VII
22/05/2018;VA_PG_LO_PA;73;277;VII
22/05/2018;VA_PG_LO_PA;68;297;VIA4
22/05/2018;VA_PG_LO_PA;67;216;VIB
22/05/2018;VA_PG_LO_PA;73;369;VIB
22/05/2018;VA_PG_LO_PA;69;290;VIB
22/05/2018;VA_PG_LO_PA;71;234;VIB
22/05/2018;VA_PG_LO_PA;77;390;VIA3
22/05/2018;VA_PG_LO_PA;71;267;VIB
22/05/2018;VA_PG_LO_PA;64;173;VIB
22/05/2018;VA_PG_LO_PA;68;270;VIA4
22/05/2018;VA_PG_LO_PA;69;307;VII
22/05/2018;VA_PG_LO_PA;68;278;VIB
22/05/2018;VA_PG_LO_PA;68;227;VII
22/05/2018;VA_PG_LO_PA;73;328;VIA4
22/05/2018;VA_PG_LO_PA;73;255;VIA4
22/05/2018;VA_PG_LO_PA;78;368;VIB
22/05/2018;VA_PG_LO_PA;67;201;VIB
22/05/2018;VA_PG_LO_PA;65;247;VII
22/05/2018;VA_PG_LO_PA;67;254;VIB
22/05/2018;VA_PG_LO_PA;66;243;VIB
22/05/2018;VA_PG_LO_PA;67;240;VIB
22/05/2018;VA_PG_LO_PA;68;182;VIB
22/05/2018;VA_PG_LO_PA;77;373;VII
22/05/2018;VA_PG_LO_PA;72;249;VIA4
22/05/2018;VA_PG_LO_PA;63;212;VIB
22/05/2018;VA_PG_LO_PA;138;3465;potlood
22/05/2018;VA_PG_LO_PA;139;2940;potlood
22/05/2018;VA_PG_RO_PA;121;2463;potlood
22/05/2018;VA_PG_RO_PA;124;2189;potlood
22/05/2018;VA_PG_RO_PA;147;3219;potlood
22/05/2018;VA_PG_RO_PA;65;200;VIB
22/05/2018;VA_PG_RO_PA;72;220;VIA4
22/05/2018;VA_PG_RO_PA;72;257;VIB
22/05/2018;VA_PG_RO_PA;68;277;VIA4
22/05/2018;VA_PG_RO_PA;77;301;VIA4
22/05/2018;VA_PG_RO_PA;77;338;VIB
22/05/2018;VA_PG_RO_PA;68;238;VIA4
22/05/2018;VA_PG_RO_PA;68;207;VIB
22/05/2018;VA_PG_RO_PA;69;291;VIB
22/05/2018;VA_PG_RO_PA;71;197;VIB
22/05/2018;VA_PG_RO_PA;63;235;VIA4
22/05/2018;VA_PG_RO_PA;69;241;VIA4
22/05/2018;VA_PG_RO_PA;79;256;VIB
22/05/2018;VA_PG_RO_PA;75;372;VII
22/05/2018;VA_PG_RO_PA;68;251;VIB
22/05/2018;VA_PG_RO_PA;72;270;VIB
22/05/2018;VA_PG_RO_PA;73;319;VIB
22/05/2018;VA_PG_RO_PA;64;246;VIA4
22/05/2018;VA_PG_RO_PA;73;242;VIA4
22/05/2018;VA_PG_RO_PA;73;328;VIA4
22/05/2018;VA_PG_RO_PA;68;287;VIA4
22/05/2018;VA_PG_RO_PA;66;258;VIB
22/05/2018;VA_PG_RO_PA;73;319;VIB
22/05/2018;VA_PG_RO_PA;68;227;VII
22/05/2018;VA_PG_RO_PA;64;203;VIA4
22/05/2018;VA_PG_RO_PA;68;201;VIB
22/05/2018;VA_PG_RO_PA;72;254;VIA4
22/05/2018;VA_PG_RO_PA;70;290;VIA3
22/05/2018;VA_PG_RO_PA;71;262;VIA4
22/05/2018;VA_PG_RO_PA;70;270;VIB
22/05/2018;VA_PG_RO_PA;73;246;VIB
22/05/2018;VA_PG_RO_PA;70;293;VII
22/05/2018;VA_PG_RO_PA;71;273;VIB
22/05/2018;VA_PG_RO_PA;73;311;VII
22/05/2018;VA_PG_RO_PA;77;345;VIA4
22/05/2018;VA_PG_RO_PA;74;284;VIA4
22/05/2018;VA_PG_RO_PA;78;366;VIB
22/05/2018;VA_PG_RO_PA;70;309;VIB
22/05/2018;VA_PG_RO_PA;72;267;VIB
22/05/2018;VA_PG_RO_PA;74;290;VIA4
22/05/2018;VA_PG_RO_PA;70;300;VII
22/05/2018;VA_PG_RO_PA;74;281;VIA3
22/05/2018;VA_PG_RO_PA;72;257;VIA4
22/05/2018;VA_PG_RO_PA;74;283;VIA3
22/05/2018;VA_PG_RO_PA;65;256;VII
22/05/2018;VA_PG_RO_PA;72;365;VII
22/05/2018;VA_PG_RO_PA;70;289;VIB
22/05/2018;VA_PG_RO_PA;74;333;VII
22/05/2018;VA_PG_RO_PA;71;268;VIA4
22/05/2018;VA_PG_RO_PA;62;239;VIB
22/05/2018;VA_PG_LO_SU;204;1476;potlood
22/05/2018;VA_PG_LO_SU;117;2297;potlood
22/05/2018;VA_PG_LO_SU;97;935;potlood
22/05/2018;VA_PG_LO_SU;92;1053;potlood
22/05/2018;VA_PG_LO_SU;82;557;VII
22/05/2018;VA_PG_LO_SU;70;430;VII
22/05/2018;VA_PG_LO_SU;68;343;VII
22/05/2018;VA_PG_LO_SU;69;245;VIA4
22/05/2018;VA_PG_LO_SU;72;374;VII
22/05/2018;VA_PG_LO_SU;68;308;VII
22/05/2018;VA_PG_LO_SU;69;270;VIB
22/05/2018;VA_PG_LO_SU;70;288;VIA4
22/05/2018;VA_PG_LO_SU;73;313;VIB
22/05/2018;VA_PG_LO_SU;68;303;VIB
22/05/2018;VA_PG_LO_SU;73;404;VII
22/05/2018;VA_PG_LO_SU;72;307;VIA2
22/05/2018;VA_PG_LO_SU;73;415;VII
22/05/2018;VA_PG_LO_SU;73;230;VIB
22/05/2018;VA_PG_LO_SU;67;261;VIB
22/05/2018;VA_PG_LO_SU;80;369;VIB
22/05/2018;VA_PG_LO_SU;69;223;VIB
22/05/2018;VA_PG_LO_SU;73;388;VIB
22/05/2018;VA_PG_LO_SU;70;223;VIB
22/05/2018;VA_PG_LO_SU;79;325;VIB
22/05/2018;VA_PG_LO_SU;72;349;VIB
22/05/2018;VA_PG_LO_SU;62;193;VIB
22/05/2018;VA_PG_LO_SU;68;243;VII
22/05/2018;VA_PG_LO_SU;71;330;VIA4
22/05/2018;VA_PG_LO_SU;67;280;VII
22/05/2018;VA_PG_LO_SU;59;177;VIA4
22/05/2018;VA_PG_LO_SU;60;159;VIA4
22/05/2018;VA_PG_LO_SU;68;292;VIB
22/05/2018;VA_PG_LO_SU;72;253;VIB
22/05/2018;VA_PG_LO_SU;68;296;VII
22/05/2018;VA_PG_LO_SU;67;248;VIB
22/05/2018;VA_PG_LO_SU;66;245;VIA3
22/05/2018;VA_PG_LO_SU;75;444;VII
22/05/2018;VA_PG_LO_SU;56;196;VII
22/05/2018;VA_PG_LO_SU;73;313;VII
22/05/2018;VA_PG_LO_SU;76;338;VIB
22/05/2018;VA_PG_LO_SU;77;304;VIA4
22/05/2018;VA_PG_LO_SU;78;378;VIB
22/05/2018;VA_PG_LO_SU;66;252;VII
22/05/2018;VA_PG_LO_SU;68;240;VIA4
22/05/2018;VA_PG_LO_SU;78;311;VIB
22/05/2018;VA_PG_LO_SU;67;202;VIA4
22/05/2018;VA_PG_LO_SU;68;264;VIB
22/05/2018;VA_PG_LO_SU;69;252;VIB
22/05/2018;VA_PG_LO_SU;73;275;VIB
22/05/2018;VA_PG_LO_SU;68;198;VIB
22/05/2018;VA_PG_LO_SU;71;202;VIA4
22/05/2018;VA_PG_LO_SU;62;190;VIB
22/05/2018;VA_PG_LO_SU;74;322;VIB
22/05/2018;VA_PG_LO_SU;75;327;VIB
22/05/2018;VA_PG_LO_SU;68;322;VII
22/05/2018;VA_PG_LO_SU;72;318;VIB
22/05/2018;VA_PG_RO_SU;74;285;VII
22/05/2018;VA_PG_RO_SU;67;239;VII
22/05/2018;VA_PG_RO_SU;68;221;VIA4
22/05/2018;VA_PG_RO_SU;61;199;VII
22/05/2018;VA_PG_RO_SU;69;212;VIA4
22/05/2018;VA_PG_RO_SU;73;376;VII
22/05/2018;VA_PG_RO_SU;68;275;VII
22/05/2018;VA_PG_RO_SU;74;302;VII
22/05/2018;VA_PG_RO_SU;76;317;VIA4
22/05/2018;VA_PG_RO_SU;68;258;VIB
22/05/2018;VA_PG_RO_SU;75;294;VII
22/05/2018;VA_PG_RO_SU;68;233;VII
22/05/2018;VA_PG_RO_SU;81;565;VII
22/05/2018;VA_PG_RO_SU;67;240;VII
22/05/2018;VA_PG_RO_SU;66;223;VII
22/05/2018;VA_PG_RO_SU;68;278;VIA4
22/05/2018;VA_PG_RO_SU;70;315;VII
22/05/2018;VA_PG_RO_SU;73;321;VII
22/05/2018;VA_PG_RO_SU;67;278;VIA4
22/05/2018;VA_PG_RO_SU;66;266;VII
22/05/2018;VA_PG_RO_SU;72;316;VII
22/05/2018;VA_PG_RO_SU;67;229;VII
22/05/2018;VA_PG_RO_SU;75;320;VII
22/05/2018;VA_PG_RO_SU;68;216;VIB
22/05/2018;VA_PG_RO_SU;67;248;VII
22/05/2018;VA_PG_RO_SU;78;400;VII
22/05/2018;VA_PG_RO_SU;68;262;VII
22/05/2018;VA_PG_RO_SU;72;320;VII
22/05/2018;VA_PG_RO_SU;57;144;VIB
22/05/2018;VA_PG_RO_SU;74;334;VII
22/05/2018;VA_PG_RO_SU;68;280;VII
22/05/2018;VA_PG_RO_SU;65;190;VIA4
22/05/2018;VA_PG_RO_SU;77;384;VII
22/05/2018;VA_PG_RO_SU;72;343;VII
22/05/2018;VA_PG_RO_SU;70;329;VII
22/05/2018;VA_PG_RO_SU;72;244;VIB
22/05/2018;VA_PG_RO_SU;68;220;VIA4
22/05/2018;VA_PG_RO_SU;65;228;VIA4
22/05/2018;VA_PG_RO_SU;68;315;VII
22/05/2018;VA_PG_RO_SU;68;181;VIB
22/05/2018;VA_PG_RO_SU;72;338;VII
22/05/2018;VA_PG_RO_SU;68;306;VII
22/05/2018;VA_PG_RO_SU;69;317;VII
22/05/2018;VA_PG_RO_SU;68;239;VII
22/05/2018;VA_PG_RO_SU;77;462;VII
22/05/2018;VA_PG_RO_SU;70;290;VII
22/05/2018;VA_PG_RO_SU;80;431;VII
22/05/2018;VA_PG_RO_SU;73;294;VIA4
22/05/2018;VA_PG_RO_SU;66;263;VIB
22/05/2018;VA_PG_RO_SU;74;393;VIB
22/05/2018;VA_PG_RO_SU;68;274;VII
22/05/2018;VA_PG_RO_SU;69;315;VII
22/05/2018;VA_SC_LO_SU;137;4014;potlood
22/05/2018;VA_SC_LO_SU;97;1417;potlood
